Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18881154,Quo Vadis: a narrative of the time of Nero,Henryk Sienkiewicz,"Sienkiewicz, Henryk",Jeremiah Curtin,"=""""","=""""",0,4.01,,Kindle Edition,412,2012,1896,,2025/06/05,to-read,to-read (#332),to-read,,,,0,0
186825,"Stupid, Ugly, Unlucky and Rich",Richard St. John,"John, Richard St.",,"=""0973900903""","=""9780973900903""",0,4.28,Train of Thought Pub,Paperback,351,2006,2006,,2025/06/05,to-read,to-read (#331),to-read,,,,0,0
20933591,How to Measure Anything: Finding the Value of Intangibles in Business,Douglas W. Hubbard,"Hubbard, Douglas W.",,"=""""","=""""",0,3.90,Wiley,Kindle Edition,434,2014,1985,,2025/06/05,to-read,to-read (#330),to-read,,,,0,0
6605994,Calming the Mind: Tibetan Buddhist Teachings on the Cultivation of Meditative Quiescence,Gen Lamrimpa,"Lamrimpa, Gen","B. Alan Wallace, Hart Sprager","=""1559398124""","=""9781559398121""",0,4.04,Snow Lion,Kindle Edition,148,1992,1992,,2025/06/05,to-read,to-read (#329),to-read,,,,0,0
58411333,"Make Brilliant Work: Lessons on Creativity, Innovation, and Success",Rod Judkins,"Judkins, Rod",,"=""1529060168""","=""9781529060164""",0,3.83,Macmillan,Kindle Edition,328,2021,,,2025/06/05,to-read,to-read (#328),to-read,,,,0,0
57980704,Get Out of Your Own Way: Overcoming Self-Defeating Behavior:,Mark Goulston,"Goulston, Mark",,"=""9390260175""","=""9789390260171""",0,3.73,Rupa Publications India,Kindle Edition,185,2021,1996,,2025/06/05,to-read,to-read (#327),to-read,,,,0,0
22960747,Stand Out: How to Find Your Breakthrough Idea and Build a Following Around It,Dorie Clark,"Clark, Dorie",,"=""0698170482""","=""9780698170483""",0,3.91,Portfolio,Kindle Edition,214,2015,2015,,2025/06/05,to-read,to-read (#326),to-read,,,,0,0
64399952,THE IDEATION EQUATION: How a Handful of Habits Can Make You a Creative Genius,Linus Bille,"Bille, Linus",Christopher Morris,"=""9198831917""","=""9789198831917""",0,4.49,TIME 2 GROW AB,Kindle Edition,254,2022,,,2025/06/05,to-read,to-read (#325),to-read,,,,0,0
35456798,High Performance Habits: How Extraordinary People Become That Way,Brendon Burchard,"Burchard, Brendon",,"=""140195314X""","=""9781401953140""",0,4.13,Hay House Inc.,Kindle Edition,401,2017,,,2025/06/05,to-read,to-read (#323),to-read,,,,0,0
61297631,"Connect!: How to Inspire, Influence and Energise Anyone, Anywhere, Anytime",Simon Lancaster,"Lancaster, Simon",,"=""1788706447""","=""9781788706445""",0,4.19,Heligo Books,Kindle Edition,330,2022,,,2025/06/05,to-read,to-read (#324),to-read,,,,0,0
20495121,How to Beat Procrastination in the Digital Age,Linda Sapadin,"Sapadin, Linda",,"=""0983676615""","=""9780983676614""",0,4.16,PsychWisdom Publishing,Kindle Edition,229,2011,2011,,2025/06/05,to-read,to-read (#322),to-read,,,,0,0
33139691,Get Your Sh*t Together: How to Stop Worrying About What You Should Do So You Can Finish What You Need to Do and Start Doing What You Want to Do (A No F*cks Given Guide Book 2),Sarah Knight,"Knight, Sarah",,"=""""","=""""",0,3.57,Voracious,Kindle Edition,258,2016,2016,,2025/06/05,to-read,to-read (#321),to-read,,,,0,0
60764699,"The Business Case for AI: A Leader's Guide to AI Strategies, Best Practices & Real-World Applications",Kavita Ganesan,"Ganesan, Kavita",,"=""1544528736""","=""9781544528731""",0,3.96,Opinosis Analytics,Kindle Edition,318,2022,,,2025/06/05,to-read,to-read (#320),to-read,,,,0,0
43782833,Mark Twain: The Complete Novels,Mark Twain,"Twain, Mark",,"=""9897787747""","=""9789897787744""",0,4.32,KTHTK,Kindle Edition,2966,2025,1960,,2025/06/05,to-read,to-read (#319),to-read,,,,0,0
36147894,Think Like a Freak,Steven D. Levitt,"Levitt, Steven D.",,"=""""","=""""",0,3.86,William Morrow,Kindle Edition,293,2014,2014,,2025/06/05,to-read,to-read (#318),to-read,,,,0,0
73089716,How to Make a Habit of Succeeding,Mack R. Douglas,"Douglas, Mack R.",,"=""1455606049""","=""9781455606047""",0,3.37,Pelican Publishing,Kindle Edition,196,1994,1984,,2025/06/05,to-read,to-read (#316),to-read,,,,0,0
44778354,Super Student,Olav Schewe,"Schewe, Olav",,"=""""","=""""",0,3.89,Jaico Publishing House,Kindle Edition,258,2018,2014,,2025/06/05,to-read,to-read (#317),to-read,,,,0,0
8176064,Breakthrough Rapid Reading,Peter Kump,"Kump, Peter",,"=""1440672792""","=""9781440672798""",0,3.73,Prentice Hall Press,Kindle Edition,436,1998,1979,,2025/06/05,to-read,to-read (#315),to-read,,,,0,0
18972944,Making Hope Happen: Create the Future You Want for Yourself and Others,Shane J. Lopez,"Lopez, Shane J.",,"=""""","=""""",0,3.70,Atria Books,Kindle Edition,274,2013,2013,,2025/06/05,to-read,to-read (#314),to-read,,,,0,0
60583364,"Intermittent Fasting Made Easy: Next-level Hacks to Supercharge Fat Loss, Boost Energy, and Build Muscle",Thomas DeLauer,"DeLauer, Thomas",,"=""""","=""""",0,4.19,Fair Winds Press,Kindle Edition,446,2022,,,2025/06/05,to-read,to-read (#313),to-read,,,,0,0
62982318,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""""","=""""",0,4.29,,Kindle Edition,824,2022,1979,,2025/06/05,to-read,to-read (#312),to-read,,,,0,0
56928966,Mindscaping: A Practical Guide For How To Be Happier,Donovon Jenson,"Jenson, Donovon","George Stevens, Sandy Draper","=""1736350714""","=""9781736350713""",0,4.30,HowToHappy Publishing,Kindle Edition,208,2021,,,2025/06/05,to-read,to-read (#311),to-read,,,,0,0
21486206,"Wolfgang Puck Makes It Healthy: Light, Delicious Recipes and Easy Exercises for a Better Life",Wolfgang Puck,"Puck, Wolfgang","Chad Waterbury, Norman Kolpas, Lou Schuler","=""1455517615""","=""9781455517619""",0,3.62,Grand Central Life & Style,Kindle Edition,315,2014,2014,,2025/06/05,to-read,to-read (#310),to-read,,,,0,0
11744210,I Am a Strange Loop,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""""","=""""",0,3.95,,Kindle Edition,434,,2007,,2025/06/05,to-read,to-read (#309),to-read,,,,0,0
44907921,WordPress All-In-One for Dummies,Lisa Sabin-Wilson,"Sabin-Wilson, Lisa",,"=""1119553229""","=""9781119553229""",0,3.83,For Dummies,Kindle Edition,814,2019,2011,,2025/06/05,to-read,to-read (#308),to-read,,,,0,0
48596215,"Work Your Money, Not Your Life: How to Balance Your Career and Personal Finances to Get What You Want",Roger  Ma,"Ma, Roger",,"=""1119600375""","=""9781119600374""",0,3.72,Wiley,Kindle Edition,267,2020,2020,,2025/06/05,to-read,to-read (#307),to-read,,,,0,0
58952343,A Path through the Jungle: A Psychological Health and Wellbeing Programme to Develop Robustness and Resilience,Steve   Peters,"Peters, Steve",,"=""1998991113""","=""9781998991112""",0,4.32,Mindfield Media Ltd,Kindle Edition,745,2021,,,2025/06/05,to-read,to-read (#306),to-read,,,,0,0
61969716,Intrinsic: A manifesto to reignite our inner drive,Sharath Jeevan,"Jeevan, Sharath",,"=""1913068404""","=""9781913068400""",0,3.53,Endeavour,Kindle Edition,342,2021,2021,,2025/06/05,to-read,to-read (#305),to-read,,,,0,0
60658889,The OKRs Field Book: A Step-by-Step Guide for Objectives and Key Results Coaches,Ben Lamorte,"Lamorte, Ben",,"=""1119816432""","=""9781119816430""",0,4.44,Wiley,Kindle Edition,181,2022,,,2025/06/05,to-read,to-read (#304),to-read,,,,0,0
36006001,"Big Money Thinks Small: Biases, Blind Spots, and Smarter Investing (Columbia Business School Publishing)",Joel Tillinghast,"Tillinghast, Joel",,"=""""","=""""",0,4.00,Columbia Business School Publishing,Kindle Edition,391,2020,,,2025/06/05,to-read,to-read (#302),to-read,,,,0,0
60906680,Fyodor Dostoevsky: The Collection,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Constance Garnett,"=""""","=""""",0,0.0,,Kindle Edition,3530,2022,,,2025/06/05,to-read,to-read (#303),to-read,,,,0,0
62090812,The Creative Act: A Way of Being,Rick Rubin,"Rubin, Rick",,"=""0593653424""","=""9780593653425""",0,3.97,Penguin Press,Kindle Edition,418,2023,2023,,2025/06/05,to-read,to-read (#301),to-read,,,,0,0
35387214,The Shape Of Things To Come (S.F. MASTERWORKS),H.G. Wells,"Wells, H.G.",,"=""""","=""""",0,3.55,Gateway,Kindle Edition,262,2017,1933,,2025/06/05,to-read,to-read (#300),to-read,,,,0,0
62691321,Good Company: How to Build a Business without Losing Your Values,Julietta Dexter,"Dexter, Julietta",,"=""""","=""""",0,4.00,Atlantic Books,Kindle Edition,273,2020,,,2025/06/05,to-read,to-read (#299),to-read,,,,0,0
39327514,"The Serious Business of Small Talk: Becoming Fluent, Comfortable, and Charming",Carol A. Fleming,"Fleming, Carol A.",,"=""1523094079""","=""9781523094073""",0,3.58,Berrett-Koehler Publishers,Kindle Edition,270,2022,,,2025/06/05,to-read,to-read (#298),to-read,,,,0,0
59077758,Sattvik Cooking: Modern Avatars of Vedic Foods,Hansa Jayadeva Yogendra,"Yogendra, Hansa Jayadeva",,"=""9390918863""","=""9789390918867""",0,4.27,Rupa Publications India,Kindle Edition,330,2021,,,2025/06/05,to-read,to-read (#297),to-read,,,,0,0
39041568,The Business of Expertise: How Entrepreneurial Experts Convert Insight to Impact + Wealth,David C. Baker,"Baker, David C.",,"=""1605440620""","=""9781605440620""",0,4.31,RockBench Publishing Corp.,Kindle Edition,226,2018,,,2025/06/05,to-read,to-read (#296),to-read,,,,0,0
61131362,"Fall in Love with the Problem, Not the Solution",Uri Levine,"Levine, Uri",,"=""""","=""""",0,4.37,Matt Holt,Kindle Edition,304,2023,2023,,2025/06/05,to-read,to-read (#295),to-read,,,,0,0
37650328,Thomas Troward Six-Book Collection: The Hidden Power; The Law And The Word; The Creative Process In The Individual; Edinburgh Lectures On Mental,Thomas Troward,"Troward, Thomas",,"=""""","=""""",0,4.70,Alpha Centauri Publishers,Kindle Edition,930,2017,,,2025/06/05,to-read,to-read (#294),to-read,,,,0,0
30040198,H. Rider Haggard Ultimate Collection: 60+ Works in One Volume,H. Rider Haggard,"Haggard, H. Rider",,"=""802685196X""","=""9788026851967""",0,4.21,e-artnow,Kindle Edition,14380,2016,2016,,2025/06/05,to-read,to-read (#293),to-read,,,,0,0
122767920,Outlier Investors: What Successful Investors Do (That Everyone Else Doesn't),Danial Jiwani,"Jiwani, Danial",,"=""1735922935""","=""9781735922935""",0,3.79,Danial Jiwani Publishing,Kindle Edition,252,2023,,,2025/06/05,to-read,to-read (#292),to-read,,,,0,0
18595419,"The Mind : A beautiful servant, A dangerous master",Osho,"Osho, Osho",,"=""""","=""""",0,4.09,Osho Media International,Kindle Edition,24,2012,2012,,2025/06/05,to-read,to-read (#291),to-read,,,,0,0
18596345,"Watchfulness, Awareness, Alertness",Osho,"Osho, Osho",,"=""""","=""""",0,4.49,Osho Media International,Kindle Edition,35,2012,2012,,2025/06/05,to-read,to-read (#290),to-read,,,,0,0
8393300,Biomimicry: Innovation Inspired by Nature,Janine M. Benyus,"Benyus, Janine M.",,"=""""","=""""",0,4.01,,Kindle Edition,324,,1997,,2025/06/05,to-read,to-read (#289),to-read,,,,0,0
43688088,"Silva Ultramind Systems ESP for Business Success: Use Intuition to: Solve Problems, Create Solutions, Earn More Money",Jose Silva Jr.,"Jr., Jose Silva","Ed Bernd Jr., Katherine Sandusky","=""172252006X""","=""9781722520069""",0,4.35,G&D Media,Kindle Edition,330,2019,,,2025/06/05,to-read,to-read (#288),to-read,,,,0,0
37845940,"Linux Basics for Hackers: Getting Started with Networking, Scripting, and Security in Kali",OccupyTheWeb,"OccupyTheWeb, OccupyTheWeb",,"=""159327856X""","=""9781593278564""",0,4.13,No Starch Press,Kindle Edition,248,2018,2018,,2025/06/05,to-read,to-read (#287),to-read,,,,0,0
62927025,The Millionaire Maker Lecture: How To Get Everything You Want Out Of Life,J. Earl Shoaff,"Shoaff, J. Earl",,"=""""","=""9791221376272""",0,4.60,David De Angelis,Kindle Edition,48,2022,,,2025/06/05,to-read,to-read (#286),to-read,,,,0,0
35822989,Draft No. 4: On the Writing Process,John McPhee,"McPhee, John",,"=""""","=""""",0,4.09,"Farrar, Straus and Giroux",Kindle Edition,210,2017,2013,,2025/06/05,to-read,to-read (#285),to-read,,,,0,0
48661096,"Shorter: Work Better, Smarter, and Less—Here's How",Alex Soojung-Kim Pang,"Pang, Alex Soojung-Kim",,"=""1541730704""","=""9781541730700""",0,3.52,PublicAffairs,Kindle Edition,289,2020,,,2025/06/05,to-read,to-read (#284),to-read,,,,0,0
24907019,The Elements of Computing Style: 200+ Tips for Busy Knowledge Workers,Diomidis Spinellis,"Spinellis, Diomidis",,"=""""","=""""",0,3.29,,Kindle Edition,167,2014,2014,,2025/06/05,to-read,to-read (#283),to-read,,,,0,0
123171688,Done: A Simple and Proven System to Earn More while Managing Less,Brad Callen,"Callen, Brad",,"=""0999352350""","=""9780999352359""",0,4.50,Armstrong Bartow Press,Kindle Edition,379,2023,,,2025/06/05,to-read,to-read (#282),to-read,,,,0,0
44770129,"Ultralearning: Master Hard Skills, Outsmart the Competition, and Accelerate Your Career",Scott H. Young,"Young, Scott H.",James Clear,"=""""","=""""",0,3.95,Harper Business,Kindle Edition,305,2019,2019,,2025/06/05,to-read,to-read (#281),to-read,,,,0,0
61324457,The Science of Mind,Ernest Shurtleff Holmes,"Holmes, Ernest Shurtleff",,"=""""","=""""",0,4.35,SAS Books,Kindle Edition,370,2022,1938,,2025/06/05,to-read,to-read (#280),to-read,,,,0,0
123249503,Impromptu: Amplifying Our Humanity Through AI,Reid Hoffman,"Hoffman, Reid",,"=""""","=""9798987831908""",0,3.79,Dallepedia LLC,Kindle Edition,234,2023,2023,,2025/06/05,to-read,to-read (#279),to-read,,,,0,0
61150829,Design Thinking for Tech: Solving Problems and Realizing Value in 24 Hours,George Anderson,"Anderson, George",,"=""0137933126""","=""9780137933129""",0,3.40,Addison-Wesley,Kindle Edition,447,2022,,,2025/06/05,to-read,to-read (#278),to-read,,,,0,0
21027323,Unwind!: 7 Principles for a Stress-Free Life,Michael Olpin,"Olpin, Michael","Sam Bracken, Daniel G. Amen","=""147786959X""","=""9781477869598""",0,3.74,Grand Harbor Press,Kindle Edition,194,2014,2014,,2025/06/05,to-read,to-read (#277),to-read,,,,0,0
17739991,Lifehacked: How One Family from the Slums Made Millions Selling Apps,Allen Wong,"Wong, Allen",,"=""""","=""""",0,3.72,"Amazon Digital Services, Inc.",Kindle Edition,210,2012,2012,,2025/06/05,to-read,to-read (#276),to-read,,,,0,0
48526532,The Legacy Code Programmer's Toolbox: Practical Skills for Developers Working with Legacy Code,Jonathan Boccara,"Boccara, Jonathan",,"=""""","=""""",0,3.60,,Kindle Edition,231,2019,,,2025/06/05,to-read,to-read (#275),to-read,,,,0,0
51152726,Provence: Recipes from the French Mediterranean,Caroline Craig,"Craig, Caroline",,"=""0857837796""","=""9780857837790""",0,3.96,Kyle Books,Kindle Edition,364,2019,,,2025/06/05,to-read,to-read (#274),to-read,,,,0,0
59997029,"Tiny Business, Big Money: Strategies for Creating a High-Revenue Microbusiness",Elaine Pofeldt,"Pofeldt, Elaine",,"=""1682686442""","=""9781682686447""",0,3.53,Countryman Press,Kindle Edition,226,2022,,,2025/06/05,to-read,to-read (#273),to-read,,,,0,0
23390086,My Portugal: Recipes and Stories,George Mendes,"Mendes, George",Romulo Yanes,"=""""","=""""",0,3.92,"Stewart, Tabori & Chang",Kindle Edition,488,2022,2014,,2025/06/05,to-read,to-read (#272),to-read,,,,0,0
43501211,"If You Want to Get Rich, Build a Power Niche: . . . And a Bundle of Other Utterly Brilliant Marketing & Sales Ideas that Actually Work.",Bruce M. Stachenfeld,"Stachenfeld, Bruce M.",,"=""1642791679""","=""9781642791679""",0,4.26,Morgan James Publishing,Kindle Edition,295,2019,,,2025/06/05,to-read,to-read (#271),to-read,,,,0,0
123146135,Reinvent: Navigating Business Transformation in a Hyperdigital Era,Faisal Hoque,"Hoque, Faisal",,"=""1639080449""","=""9781639080441""",0,4.31,Fast Company Press,Kindle Edition,304,2023,,,2025/06/05,to-read,to-read (#270),to-read,,,,0,0
56499843,"Relentless Solution Focus: Train Your Mind to Conquer Stress, Pressure, and Underperformance",Jason Selk,"Selk, Jason",,"=""1260460126""","=""9781260460124""",0,4.19,McGraw Hill,Kindle Edition,257,2021,,,2025/06/05,to-read,to-read (#269),to-read,,,,0,0
44281096,"Ultimate Memory Magic: The Transformative Program for Sharper Memory, Mental Clarity, and Greater Focus . . . at Any Age!",Jim Karol,"Karol, Jim","Michael Ross, Daniel G. Amen","=""1250221927""","=""9781250221926""",0,3.72,St. Martin's Essentials,Kindle Edition,268,2024,,,2025/06/05,to-read,to-read (#268),to-read,,,,0,0
76627007,Just Enough Research,Erika Hall,"Hall, Erika",,"=""""","=""""",0,4.19,,Kindle Edition,203,2023,2013,,2025/06/05,to-read,to-read (#267),to-read,,,,0,0
84280370,The Introspective Entrepreneur: A Journal of Lessons Learned on the Way to Our First $1M in Sales,Ben Jones,"Jones, Ben",,"=""1733263497""","=""9781733263498""",0,0.0,Data Literacy Press,Kindle Edition,204,2022,,,2025/06/05,to-read,to-read (#266),to-read,,,,0,0
56306306,Learning to See Data: How to Interpret the Visual Language of Charts (The Data Literacy Series Book 2),Ben   Jones,"Jones, Ben",,"=""""","=""""",0,4.58,Data Literacy Press,Kindle Edition,224,2020,,,2025/06/05,to-read,to-read (#265),to-read,,,,0,0
61202835,Create Something Awesome: How Creators are Profiting from Their Passion in the Creator Economy (Creator Economy Insider),Roberto Blake,"Blake, Roberto",,"=""""","=""9798985633122""",0,4.26,"Create Awesome Media, LLC",Kindle Edition,216,2022,,,2025/06/05,to-read,to-read (#264),to-read,,,,0,0
8705950,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,"Hsieh, Tony",,"=""044657631X""","=""9780446576314""",0,4.04,Business Plus,Kindle Edition,251,2010,2000,,2025/06/05,to-read,to-read (#263),to-read,,,,0,0
60622168,Happy at Any Cost: The Revolutionary Vision and Fatal Quest of Zappos CEO Tony Hsieh,Kirsten Grind,"Grind, Kirsten",Katherine Sayre,"=""198218700X""","=""9781982187002""",0,3.77,Simon & Schuster,Kindle Edition,313,2022,2022,,2025/06/05,to-read,to-read (#262),to-read,,,,0,0
42730559,Nurturing Your Writing Calm: Connecting Calm and Creativity in a Consistent Writing Practice,Coralee A. Nelson,"Nelson, Coralee A.",Marguerite Jane Jones,"=""""","=""""",0,4.00,The Publishing Circle,Kindle Edition,440,2018,,,2025/06/05,to-read,to-read (#261),to-read,,,,0,0
54620546,Data Literacy Fundamentals: Understanding the Power & Value of Data,Ben   Jones,"Jones, Ben",Kelsey O'Donnell,"=""1733263438""","=""9781733263436""",0,4.15,Data Literacy Press,Kindle Edition,174,2020,,,2025/06/05,to-read,to-read (#260),to-read,,,,0,0
57072850,"Get Tech: Understand Computers, the Internet and Cut Through the AI Hype. A crash course for non-techie entrepreneurs.",Emmanuel Maggiori,"Maggiori, Emmanuel",,"=""1838337210""","=""9781838337216""",0,4.38,Applied Maths Ltd,Kindle Edition,243,2020,,,2025/06/05,to-read,to-read (#259),to-read,,,,0,0
18902186,The Notebooks of Leonardo Da Vinci Complete,Leonardo da Vinci,"Vinci, Leonardo da",Jean Paul Friedrich Richter,"=""""","=""""",0,3.99,,Kindle Edition,271,2012,1519,,2025/06/05,to-read,to-read (#258),to-read,,,,0,0
58329709,The Enduring Value of Roger Murray,Paul Johnson,"Johnson, Paul",Paul Sonkin,"=""0231549652""","=""9780231549653""",0,3.64,Columbia Business School Publishing,Kindle Edition,226,2022,,,2025/06/05,to-read,to-read (#257),to-read,,,,0,0
56882816,"The Family Office: A Comprehensive Guide for Advisers, Practitioners, and Students",William I. Woodson,"Woodson, William I.",Edward V. Marshall,"=""0231553714""","=""9780231553711""",0,3.93,Columbia University Press,Kindle Edition,368,2021,,,2025/06/05,to-read,to-read (#256),to-read,,,,0,0
8452957,The Profiler: My Life Hunting Serial Killers and Psychopaths,Pat Brown,"Brown, Pat",Bob Andelman,"=""1401396127""","=""9781401396121""",0,3.08,Hyperion,Kindle Edition,308,2010,2010,,2025/06/05,to-read,to-read (#254),to-read,,,,0,0
48512906,Grit: The Power of Passion and Perseverance,Angela Duckworth,"Duckworth, Angela",,"=""""","=""""",0,4.08,Scribner,Kindle Edition,353,2019,2016,,2025/06/05,to-read,to-read (#255),to-read,,,,0,0
56253706,365 Tasty Chickpea Recipes: Chickpea Cookbook - Where Passion for Cooking Begins,Ebony Garcia,"Garcia, Ebony",,"=""""","=""""",0,0.0,,Kindle Edition,0,2020,,,2025/06/05,to-read,to-read (#253),to-read,,,,0,0
40716744,Merger Masters: Tales of Arbitrage,Kate Welling,"Welling, Kate",Mario Gabelli,"=""0231548915""","=""9780231548915""",0,3.53,Columbia Business School Publishing,Kindle Edition,410,2018,,,2025/06/05,to-read,to-read (#252),to-read,,,,0,0
58690731,Undiversified: The Big Gender Short in Investment Management (Heilbrunn Center for Graham & Dodd Investing Series),Ellen Carr,"Carr, Ellen",Katrina Dudley,"=""0231551533""","=""9780231551533""",0,4.09,Columbia Business School Publishing,Kindle Edition,282,2021,,,2025/06/05,to-read,to-read (#251),to-read,,,,0,0
56613225,Written in Bone: Hidden Stories in What We Leave Behind,Sue Black DBE FRSE,"FRSE, Sue Black DBE",,"=""1951627946""","=""9781951627942""",0,4.30,Arcade,Kindle Edition,370,2021,2020,,2025/06/05,to-read,to-read (#250),to-read,,,,0,0
20611430,Journey To Ixtlan (The Teachings of Don Juan Book 3),Carlos Castaneda,"Castaneda, Carlos",,"=""""","=""""",0,4.12,Washington Square Press,Kindle Edition,205,2012,1972,,2025/06/05,to-read,to-read (#249),to-read,,,,0,0
18915702,The Billionaire Who Wasn't: How Chuck Feeney Secretly Made and Gave Away a Fortune,Conor O'Clery,"O'Clery, Conor",,"=""161039335X""","=""9781610393355""",0,4.10,PublicAffairs,Kindle Edition,434,2013,2007,,2025/06/05,to-read,to-read (#248),to-read,,,,0,0
63879903,Lessons My Brothers Taught Me: How to Transform Your Personal Qualities Into A Successful Business,Charles D. McCarrick,"McCarrick, Charles D.",,"=""1544533411""","=""9781544533414""",0,4.71,Houndstooth Press,Kindle Edition,202,2022,,,2025/06/05,to-read,to-read (#247),to-read,,,,0,0
61418434,The Evidence of Things Not Seen: Reissued Edition,James Baldwin,"Baldwin, James",,"=""1250886724""","=""9781250886729""",0,4.06,Henry Holt and Co.,Kindle Edition,133,2023,1985,,2025/06/05,to-read,to-read (#246),to-read,,,,0,0
19028015,How to Remember Anything: The Total Proven Memory Retention System,Dean Vaughn,"Vaughn, Dean",,"=""""","=""""",0,3.78,St. Martin's Griffin,Kindle Edition,281,2025,2007,,2025/06/05,to-read,to-read (#245),to-read,,,,0,0
63286963,"Awaken Your Genius: Escape Conformity, Ignite Creativity, and Become Extraordinary",Ozan Varol,"Varol, Ozan",,"=""""","=""""",0,4.24,PublicAffairs,Kindle Edition,289,2023,,,2025/06/05,to-read,to-read (#244),to-read,,,,0,0
63346959,$100M Careers: The 5 Fastest Career Paths to Wealth Beyond Your Wildest Dreams ($100M Wealth),Emmy Sobieski,"Sobieski, Emmy",,"=""""","=""9798986718323""",0,4.33,My10Min LLC,Kindle Edition,216,2022,,,2025/06/05,to-read,to-read (#243),to-read,,,,0,0
60606144,"Creating Business Magic: How the Power of Magic Can Inspire, Innovate, and Revolutionize Your Business",David Morey,"Morey, David","Eugene Burger, John E. McLaughlin, David Copperfield","=""1633537358""","=""9781633537354""",0,3.93,Mango Media,Kindle Edition,327,2018,2018,,2025/06/05,to-read,to-read (#242),to-read,,,,0,0
60454064,Human-Centered AI,Ben Shneiderman,"Shneiderman, Ben",,"=""0192660004""","=""9780192660008""",0,3.65,OUP Oxford,Kindle Edition,390,2022,2022,,2025/06/05,to-read,to-read (#241),to-read,,,,0,0
150040069,"Automate Your Busywork: Do Less, Achieve More, and Save Your Brain for the Big Stuff",Aytekin Tank,"Tank, Aytekin",,"=""""","=""""",0,3.30,Wiley,Kindle Edition,230,2023,,,2025/06/05,to-read,to-read (#240),to-read,,,,0,0
26533127,"The Oxygen Advantage: The Simple, Scientifically Proven Breathing Techniques for a Healthier, Slimmer, Faster, and Fitter You",Patrick McKeown,"McKeown, Patrick",,"=""0062349481""","=""9780062349484""",0,4.02,William Morrow,Kindle Edition,360,2015,2015,,2025/06/05,to-read,to-read (#239),to-read,,,,0,0
49105693,Master Successful Personal Habits,Zig Ziglar,"Ziglar, Zig",,"=""1722522216""","=""9781722522216""",0,4.26,G&D Media,Kindle Edition,282,2019,2015,,2025/06/05,to-read,to-read (#238),to-read,,,,0,0
30055184,Competing Against Luck: The Story of Innovation and Customer Choice,Clayton M. Christensen,"Christensen, Clayton M.","Karen Dillon, Taddy Hall, David S.  Duncan","=""""","=""""",0,4.15,Harper Business,Kindle Edition,293,2016,2016,,2025/06/05,to-read,to-read (#237),to-read,,,,0,0
61399174,The Power of Unwavering Focus,Dandapani,"Dandapani, Dandapani",,"=""""","=""""",0,4.31,Portfolio,Kindle Edition,347,2022,,,2025/06/05,to-read,to-read (#236),to-read,,,,0,0
74870882,Think Bigger: How to Innovate,Sheena Iyengar,"Iyengar, Sheena",,"=""0231552831""","=""9780231552837""",0,3.98,Columbia Business School Publishing,Kindle Edition,250,2023,,,2025/06/05,to-read,to-read (#235),to-read,,,,0,0
30109142,The Systems Mindset: Managing the Machinery of Your Life,Sam Carpenter,"Carpenter, Sam",,"=""1626342539""","=""9781626342538""",0,3.39,Greenleaf Book Group Press,Kindle Edition,197,2016,2016,,2025/06/05,to-read,to-read (#234),to-read,,,,0,0
53673515,Your Next Five Moves: Master the Art of Business Strategy,Patrick Bet-David,"Bet-David, Patrick",,"=""""","=""""",0,4.06,Gallery Books,Kindle Edition,320,2020,2020,,2025/06/05,to-read,to-read (#233),to-read,,,,0,0
53642699,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,Brianna Wiest,"Wiest, Brianna",,"=""""","=""""",0,4.05,Thought Catalog Books,Kindle Edition,250,2020,2020,,2025/06/05,to-read,to-read (#232),to-read,,,,0,0
12035391,The Accidental Creative: How to Be Brilliant at a Moment's Notice,Todd Henry,"Henry, Todd",,"=""1101516976""","=""9781101516973""",0,4.06,Portfolio,Kindle Edition,233,2011,2011,,2025/06/05,to-read,to-read (#231),to-read,,,,0,0
60749618,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""""","=""""",0,4.36,Viking Adult,Kindle Edition,644,2014,2014,,2025/06/05,to-read,to-read (#230),to-read,,,,0,0
123185619,"Bipolar, A Gift of Thorns",Dale Zurawski,"Zurawski, Dale",,"=""""","=""""",0,4.29,,Kindle Edition,245,2023,,,2025/06/05,to-read,to-read (#229),to-read,,,,0,0
35724605,Concurrency in Go: Tools and Techniques for Developers,Katherine Cox-Buday,"Cox-Buday, Katherine",,"=""149194126X""","=""9781491941263""",0,4.24,O'Reilly Media,Kindle Edition,240,2017,,,2025/06/05,to-read,to-read (#228),to-read,,,,0,0
21951593,The Animate and the Inanimate,William James Sidis,"Sidis, William James",,"=""""","=""""",0,4.10,sidis.net,Kindle Edition,123,2013,1925,,2025/06/05,to-read,to-read (#227),to-read,,,,0,0
